locus_tag	gene	type	rv_equivalent	start	end	strand	source	note
ErdFL_0110	ErdFL_0110	gene	Rv0100	108913	109150	+	ratt	Simliar to Rv0100 of M. tuberculosis H37Rv
ErdFL_0110	ErdFL_0110	CDS	Rv0100	108913	109150	+	ratt	Simliar to Rv0100 of M. tuberculosis H37Rv
ErdFL_0111	nrp	gene	Rv0101	109131	116670	+	ratt	Simliar to Rv0101 of M. tuberculosis H37Rv
ErdFL_0111	nrp	CDS	Rv0101	109131	116670	+	ratt	Simliar to Rv0101 of M. tuberculosis H37Rv
ErdFL_0112	ErdFL_0112	gene	Rv0102	116844	118830	+	ratt	Simliar to Rv0102 of M. tuberculosis H37Rv
ErdFL_0112	ErdFL_0112	CDS	Rv0102	116844	118830	+	ratt	Simliar to Rv0102 of M. tuberculosis H37Rv
ErdFL_0113	ctpB	gene	Rv0103c	119045	121304	-	ratt	Simliar to Rv0103c of M. tuberculosis H37Rv
ErdFL_0113	ctpB	CDS	Rv0103c	119045	121304	-	ratt	Simliar to Rv0103c of M. tuberculosis H37Rv
ErdFL_0114	ErdFL_0114	gene	Rv0104	121447	122962	+	ratt	Simliar to Rv0104 of M. tuberculosis H37Rv
ErdFL_0114	ErdFL_0114	CDS	Rv0104	121447	122962	+	ratt	Simliar to Rv0104 of M. tuberculosis H37Rv
ErdFL_0115	rpmB1	gene	Rv0105c	123110	123395	-	ratt	Simliar to Rv0105c of M. tuberculosis H37Rv
ErdFL_0115	rpmB1	CDS	Rv0105c	123110	123395	-	ratt	Simliar to Rv0105c of M. tuberculosis H37Rv
ErdFL_0116	ErdFL_0116	gene	Rv0106	123504	124701	+	ratt	Simliar to Rv0106 of M. tuberculosis H37Rv
ErdFL_0116	ErdFL_0116	CDS	Rv0106	123504	124701	+	ratt	Simliar to Rv0106 of M. tuberculosis H37Rv
ErdFL_0117	ctpI	gene	Rv0107c	124795	129673	-	ratt	Simliar to Rv0107c of M. tuberculosis H37Rv
ErdFL_0117	ctpI	CDS	Rv0107c	124795	129673	-	ratt	Simliar to Rv0107c of M. tuberculosis H37Rv
ErdFL_0118	ErdFL_0118	gene	Rv0108c	130026	130236	-	ratt	Simliar to Rv0108c of M. tuberculosis H37Rv
ErdFL_0118	ErdFL_0118	CDS	Rv0108c	130026	130236	-	ratt	Simliar to Rv0108c of M. tuberculosis H37Rv
ErdFL_0119	PE_PGRS1	gene	Rv0109	130514	132005	+	ratt	Simliar to Rv0109 of M. tuberculosis H37Rv
ErdFL_0119	PE_PGRS1	CDS	Rv0109	130514	132005	+	ratt	Simliar to Rv0109 of M. tuberculosis H37Rv
ErdFL_0120	ErdFL_0120	gene	Rv0110	132152	132902	+	ratt	Simliar to Rv0110 of M. tuberculosis H37Rv
ErdFL_0120	ErdFL_0120	CDS	Rv0110	132152	132902	+	ratt	Simliar to Rv0110 of M. tuberculosis H37Rv
ErdFL_0121	ErdFL_0121	gene	Rv0111	133082	135140	+	ratt	Simliar to Rv0111 of M. tuberculosis H37Rv
ErdFL_0121	ErdFL_0121	CDS	Rv0111	133082	135140	+	ratt	Simliar to Rv0111 of M. tuberculosis H37Rv
ErdFL_0122	gca	gene	Rv0112	135421	136378	+	ratt	Simliar to Rv0112 of M. tuberculosis H37Rv
ErdFL_0122	gca	CDS	Rv0112	135421	136378	+	ratt	Simliar to Rv0112 of M. tuberculosis H37Rv
ErdFL_0123	gmhA	gene	Rv0113	136451	137042	+	ratt	Simliar to Rv0113 of M. tuberculosis H37Rv
ErdFL_0123	gmhA	CDS	Rv0113	136451	137042	+	ratt	Simliar to Rv0113 of M. tuberculosis H37Rv
ErdFL_0124	gmhB	gene	Rv0114	137073	137646	+	ratt	Simliar to Rv0114 of M. tuberculosis H37Rv
ErdFL_0124	gmhB	CDS	Rv0114	137073	137646	+	ratt	Simliar to Rv0114 of M. tuberculosis H37Rv
ErdFL_0125	hddA	gene	Rv0115	137645	138806	+	ratt	Simliar to Rv0115 of M. tuberculosis H37Rv
ErdFL_0125	hddA	CDS	Rv0115	137645	138806	+	ratt	Simliar to Rv0115 of M. tuberculosis H37Rv
ErdFL_0126	ErdFL_0126	gene	Rv0115a	139088	139277	+	ratt	Simliar to Rv0115a of M. tuberculosis H37Rv
ErdFL_0126	ErdFL_0126	CDS	Rv0115a	139088	139277	+	ratt	Simliar to Rv0115a of M. tuberculosis H37Rv
ErdFL_0127	ldtA	gene	Rv0116c	139399	140155	-	ratt	Simliar to Rv0116c of M. tuberculosis H37Rv
ErdFL_0127	ldtA	CDS	Rv0116c	139399	140155	-	ratt	Simliar to Rv0116c of M. tuberculosis H37Rv
ErdFL_0128	oxyS	gene	Rv0117	140332	141277	+	ratt	Simliar to Rv0117 of M. tuberculosis H37Rv
ErdFL_0128	oxyS	CDS	Rv0117	140332	141277	+	ratt	Simliar to Rv0117 of M. tuberculosis H37Rv
ErdFL_0129	oxcA	gene	Rv0118c	141260	143009	-	ratt	Simliar to Rv0118c of M. tuberculosis H37Rv
ErdFL_0129	oxcA	CDS	Rv0118c	141260	143009	-	ratt	Simliar to Rv0118c of M. tuberculosis H37Rv
ErdFL_0130	fadD7	gene	Rv0119	143181	144759	+	ratt	Simliar to Rv0119 of M. tuberculosis H37Rv
ErdFL_0130	fadD7	CDS	Rv0119	143181	144759	+	ratt	Simliar to Rv0119 of M. tuberculosis H37Rv
ErdFL_0131	fusA2	gene	Rv0120c	144759	146904	-	ratt	Simliar to Rv0120c of M. tuberculosis H37Rv
ErdFL_0131	fusA2	CDS	Rv0120c	144759	146904	-	ratt	Simliar to Rv0120c of M. tuberculosis H37Rv
ErdFL_0132	ErdFL_0132	gene	Rv0121c	147040	147475	-	ratt	Simliar to Rv0121c of M. tuberculosis H37Rv
ErdFL_0132	ErdFL_0132	CDS	Rv0121c	147040	147475	-	ratt	Simliar to Rv0121c of M. tuberculosis H37Rv
ErdFL_0133	ErdFL_0133	gene	Rv0122	147623	147992	+	ratt	Simliar to Rv0122 of M. tuberculosis H37Rv
ErdFL_0133	ErdFL_0133	CDS	Rv0122	147623	147992	+	ratt	Simliar to Rv0122 of M. tuberculosis H37Rv
ErdFL_0134	ErdFL_0134	gene	Rv0123	147988	148357	+	ratt	Simliar to Rv0123 of M. tuberculosis H37Rv
ErdFL_0134	ErdFL_0134	CDS	Rv0123	147988	148357	+	ratt	Simliar to Rv0123 of M. tuberculosis H37Rv
ErdFL_0135	PE_PGRS2	gene	Rv0124	148665	150309	+	ratt	Simliar to Rv0124 of M. tuberculosis H37Rv
ErdFL_0135	PE_PGRS2	CDS	Rv0124	148665	150309	+	ratt	Simliar to Rv0124 of M. tuberculosis H37Rv
ErdFL_0136	pepA	gene	Rv0125	150460	151528	+	ratt	Simliar to Rv0125 of M. tuberculosis H37Rv
ErdFL_0136	pepA	CDS	Rv0125	150460	151528	+	ratt	Simliar to Rv0125 of M. tuberculosis H37Rv
ErdFL_0137	treS	gene	Rv0126	151636	153442	+	ratt	Simliar to Rv0126 of M. tuberculosis H37Rv
ErdFL_0137	treS	CDS	Rv0126	151636	153442	+	ratt	Simliar to Rv0126 of M. tuberculosis H37Rv
ErdFL_0138	mak	gene	Rv0127	153544	154912	+	ratt	Simliar to Rv0127 of M. tuberculosis H37Rv
ErdFL_0138	mak	CDS	Rv0127	153544	154912	+	ratt	Simliar to Rv0127 of M. tuberculosis H37Rv
ErdFL_0139	ErdFL_0139	gene	Rv0128	154979	155759	+	ratt	Simliar to Rv0128 of M. tuberculosis H37Rv
ErdFL_0139	ErdFL_0139	CDS	Rv0128	154979	155759	+	ratt	Simliar to Rv0128 of M. tuberculosis H37Rv
ErdFL_0140	fbpC	gene	Rv0129c	155890	156913	-	ratt	Simliar to Rv0129c of M. tuberculosis H37Rv
ErdFL_0140	fbpC	CDS	Rv0129c	155890	156913	-	ratt	Simliar to Rv0129c of M. tuberculosis H37Rv
ErdFL_0141	htdZ	gene	Rv0130	157159	157615	+	ratt	Simliar to Rv0130 of M. tuberculosis H37Rv
ErdFL_0141	htdZ	CDS	Rv0130	157159	157615	+	ratt	Simliar to Rv0130 of M. tuberculosis H37Rv
ErdFL_0142	fadE1	gene	Rv0131c	157627	158971	-	ratt	Simliar to Rv0131c of M. tuberculosis H37Rv
ErdFL_0142	fadE1	CDS	Rv0131c	157627	158971	-	ratt	Simliar to Rv0131c of M. tuberculosis H37Rv
ErdFL_0143	fgd2	gene	Rv0132c	159012	160095	-	ratt	Simliar to Rv0132c of M. tuberculosis H37Rv
ErdFL_0143	fgd2	CDS	Rv0132c	159012	160095	-	ratt	Simliar to Rv0132c of M. tuberculosis H37Rv
ErdFL_0144	ErdFL_0144	gene	Rv0133	160181	160787	+	ratt	Simliar to Rv0133 of M. tuberculosis H37Rv
ErdFL_0144	ErdFL_0144	CDS	Rv0133	160181	160787	+	ratt	Simliar to Rv0133 of M. tuberculosis H37Rv
ErdFL_0145	ephF	gene	Rv0134	161083	161986	+	ratt	Simliar to Rv0134 of M. tuberculosis H37Rv
ErdFL_0145	ephF	CDS	Rv0134	161083	161986	+	ratt	Simliar to Rv0134 of M. tuberculosis H37Rv
ErdFL_0146	ErdFL_0146	gene	Rv0135c	161956	162562	-	ratt	Simliar to Rv0135c of M. tuberculosis H37Rv
ErdFL_0146	ErdFL_0146	CDS	Rv0135c	161956	162562	-	ratt	Simliar to Rv0135c of M. tuberculosis H37Rv
ErdFL_0147	cyp138	gene	Rv0136	162678	164004	+	ratt	Simliar to Rv0136 of M. tuberculosis H37Rv
ErdFL_0147	cyp138	CDS	Rv0136	162678	164004	+	ratt	Simliar to Rv0136 of M. tuberculosis H37Rv
ErdFL_0148	msrA	gene	Rv0137c	164024	164573	-	ratt	Simliar to Rv0137c of M. tuberculosis H37Rv
ErdFL_0148	msrA	CDS	Rv0137c	164024	164573	-	ratt	Simliar to Rv0137c of M. tuberculosis H37Rv
ErdFL_0149	ErdFL_0149	gene	Rv0138	164635	165139	+	ratt	Simliar to Rv0138 of M. tuberculosis H37Rv
ErdFL_0149	ErdFL_0149	CDS	Rv0138	164635	165139	+	ratt	Simliar to Rv0138 of M. tuberculosis H37Rv
ErdFL_0150	ErdFL_0150	gene	Rv0139	165139	166162	+	ratt	Simliar to Rv0139 of M. tuberculosis H37Rv
ErdFL_0150	ErdFL_0150	CDS	Rv0139	165139	166162	+	ratt	Simliar to Rv0139 of M. tuberculosis H37Rv
ErdFL_0151	ErdFL_0151	gene	Rv0140	166222	166603	+	ratt	Simliar to Rv0140 of M. tuberculosis H37Rv
ErdFL_0151	ErdFL_0151	CDS	Rv0140	166222	166603	+	ratt	Simliar to Rv0140 of M. tuberculosis H37Rv
ErdFL_0152	ErdFL_0152	gene	Rv0141c	166583	166994	-	ratt	Simliar to Rv0141c of M. tuberculosis H37Rv
ErdFL_0152	ErdFL_0152	CDS	Rv0141c	166583	166994	-	ratt	Simliar to Rv0141c of M. tuberculosis H37Rv
ErdFL_0153	ErdFL_0153	gene	Rv0142	167023	167950	+	ratt	Simliar to Rv0142 of M. tuberculosis H37Rv
ErdFL_0153	ErdFL_0153	CDS	Rv0142	167023	167950	+	ratt	Simliar to Rv0142 of M. tuberculosis H37Rv
ErdFL_0154	ErdFL_0154	gene	Rv0143c	168016	169495	-	ratt	Simliar to Rv0143c of M. tuberculosis H37Rv
ErdFL_0154	ErdFL_0154	CDS	Rv0143c	168016	169495	-	ratt	Simliar to Rv0143c of M. tuberculosis H37Rv
ErdFL_0155	ErdFL_0155	gene	Rv0144	169596	170439	+	ratt	Simliar to Rv0144 of M. tuberculosis H37Rv
ErdFL_0155	ErdFL_0155	CDS	Rv0144	169596	170439	+	ratt	Simliar to Rv0144 of M. tuberculosis H37Rv
ErdFL_0156	ErdFL_0156	gene	Rv0145	170527	171481	+	ratt	Simliar to Rv0145 of M. tuberculosis H37Rv
ErdFL_0156	ErdFL_0156	CDS	Rv0145	170527	171481	+	ratt	Simliar to Rv0145 of M. tuberculosis H37Rv
ErdFL_0157	ErdFL_0157	gene	Rv0146	171523	172456	+	ratt	Simliar to Rv0146 of M. tuberculosis H37Rv
ErdFL_0157	ErdFL_0157	CDS	Rv0146	171523	172456	+	ratt	Simliar to Rv0146 of M. tuberculosis H37Rv
ErdFL_0158	ErdFL_0158	gene	Rv0147	172550	174071	+	ratt	Simliar to Rv0147 of M. tuberculosis H37Rv
ErdFL_0158	ErdFL_0158	CDS	Rv0147	172550	174071	+	ratt	Simliar to Rv0147 of M. tuberculosis H37Rv
ErdFL_0159	ErdFL_0159	gene	Rv0148	174145	175006	+	ratt	Simliar to Rv0148 of M. tuberculosis H37Rv
ErdFL_0159	ErdFL_0159	CDS	Rv0148	174145	175006	+	ratt	Simliar to Rv0148 of M. tuberculosis H37Rv
ErdFL_0160	ErdFL_0160	gene	Rv0149	175012	175981	+	ratt	Simliar to Rv0149 of M. tuberculosis H37Rv
ErdFL_0160	ErdFL_0160	CDS	Rv0149	175012	175981	+	ratt	Simliar to Rv0149 of M. tuberculosis H37Rv
ErdFL_0161	ErdFL_0161	gene	Rv0150c	175977	176265	-	ratt	Simliar to Rv0150c of M. tuberculosis H37Rv
ErdFL_0161	ErdFL_0161	CDS	Rv0150c	175977	176265	-	ratt	Simliar to Rv0150c of M. tuberculosis H37Rv
ErdFL_0162	PE1	gene	Rv0151c	176855	178622	-	ratt	Simliar to Rv0151c of M. tuberculosis H37Rv
ErdFL_0162	PE1	CDS	Rv0151c	176855	178622	-	ratt	Simliar to Rv0151c of M. tuberculosis H37Rv
ErdFL_0163	PE2	gene	Rv0152c	178631	180209	-	ratt	Simliar to Rv0152c of M. tuberculosis H37Rv
ErdFL_0163	PE2	CDS	Rv0152c	178631	180209	-	ratt	Simliar to Rv0152c of M. tuberculosis H37Rv
ErdFL_0164	ptbB	gene	Rv0153c	180467	181298	-	ratt	Simliar to Rv0153c of M. tuberculosis H37Rv
ErdFL_0164	ptbB	CDS	Rv0153c	180467	181298	-	ratt	Simliar to Rv0153c of M. tuberculosis H37Rv
ErdFL_0165	fadE2	gene	Rv0154c	181299	182511	-	ratt	Simliar to Rv0154c of M. tuberculosis H37Rv
ErdFL_0165	fadE2	CDS	Rv0154c	181299	182511	-	ratt	Simliar to Rv0154c of M. tuberculosis H37Rv
ErdFL_0166	pntAa	gene	Rv0155	182934	184035	+	ratt	Simliar to Rv0155 of M. tuberculosis H37Rv
ErdFL_0166	pntAa	CDS	Rv0155	182934	184035	+	ratt	Simliar to Rv0155 of M. tuberculosis H37Rv
ErdFL_0167	pntAb	gene	Rv0156	184035	184368	+	ratt	Simliar to Rv0156 of M. tuberculosis H37Rv
ErdFL_0167	pntAb	CDS	Rv0156	184035	184368	+	ratt	Simliar to Rv0156 of M. tuberculosis H37Rv
ErdFL_0168	pntB	gene	Rv0157	184364	185792	+	ratt	Simliar to Rv0157 of M. tuberculosis H37Rv
ErdFL_0168	pntB	CDS	Rv0157	184364	185792	+	ratt	Simliar to Rv0157 of M. tuberculosis H37Rv
ErdFL_0169	ErdFL_0169	gene	Rv0157A	185807	185936	-	ratt	Simliar to Rv0157A of M. tuberculosis H37Rv
ErdFL_0169	ErdFL_0169	CDS	Rv0157A	185807	185936	-	ratt	Simliar to Rv0157A of M. tuberculosis H37Rv
ErdFL_0170	ErdFL_0170	gene	Rv0158	186097	186742	+	ratt	Simliar to Rv0158 of M. tuberculosis H37Rv
ErdFL_0170	ErdFL_0170	CDS	Rv0158	186097	186742	+	ratt	Simliar to Rv0158 of M. tuberculosis H37Rv
ErdFL_0171	PE3	gene	Rv0159c	186745	188152	-	ratt	Simliar to Rv0159c of M. tuberculosis H37Rv
ErdFL_0171	PE3	CDS	Rv0159c	186745	188152	-	ratt	Simliar to Rv0159c of M. tuberculosis H37Rv
ErdFL_0172	PE4	gene	Rv0160c	188243	189752	-	ratt	Simliar to Rv0160c of M. tuberculosis H37Rv
ErdFL_0172	PE4	CDS	Rv0160c	188243	189752	-	ratt	Simliar to Rv0160c of M. tuberculosis H37Rv
ErdFL_0173	ErdFL_0173	gene	Rv0161	189919	191269	+	ratt	Simliar to Rv0161 of M. tuberculosis H37Rv
ErdFL_0173	ErdFL_0173	CDS	Rv0161	189919	191269	+	ratt	Simliar to Rv0161 of M. tuberculosis H37Rv
ErdFL_0174	adhE1	gene	Rv0162c	191296	192448	-	ratt	Simliar to Rv0162c of M. tuberculosis H37Rv
ErdFL_0174	adhE1	CDS	Rv0162c	191296	192448	-	ratt	Simliar to Rv0162c of M. tuberculosis H37Rv
ErdFL_0175	ErdFL_0175	gene	Rv0163	192429	192885	+	ratt	Simliar to Rv0163 of M. tuberculosis H37Rv
ErdFL_0175	ErdFL_0175	CDS	Rv0163	192429	192885	+	ratt	Simliar to Rv0163 of M. tuberculosis H37Rv
ErdFL_0176	TB18.5	gene	Rv0164	192938	193424	+	ratt	Simliar to Rv0164 of M. tuberculosis H37Rv
ErdFL_0176	TB18.5	CDS	Rv0164	192938	193424	+	ratt	Simliar to Rv0164 of M. tuberculosis H37Rv
ErdFL_0177	mce1R	gene	Rv0165c	193456	194128	-	ratt	Simliar to Rv0165c of M. tuberculosis H37Rv
ErdFL_0177	mce1R	CDS	Rv0165c	193456	194128	-	ratt	Simliar to Rv0165c of M. tuberculosis H37Rv
ErdFL_0178	fadD5	gene	Rv0166	194305	195970	+	ratt	Simliar to Rv0166 of M. tuberculosis H37Rv
ErdFL_0178	fadD5	CDS	Rv0166	194305	195970	+	ratt	Simliar to Rv0166 of M. tuberculosis H37Rv
ErdFL_0179	yrbE1A	gene	Rv0167	196173	196971	+	ratt	Simliar to Rv0167 of M. tuberculosis H37Rv
ErdFL_0179	yrbE1A	CDS	Rv0167	196173	196971	+	ratt	Simliar to Rv0167 of M. tuberculosis H37Rv
ErdFL_0180	yrbE1B	gene	Rv0168	196972	197842	+	ratt	Simliar to Rv0168 of M. tuberculosis H37Rv
ErdFL_0180	yrbE1B	CDS	Rv0168	196972	197842	+	ratt	Simliar to Rv0168 of M. tuberculosis H37Rv
ErdFL_0181	mce1A	gene	Rv0169	197846	199211	+	ratt	Simliar to Rv0169 of M. tuberculosis H37Rv
ErdFL_0181	mce1A	CDS	Rv0169	197846	199211	+	ratt	Simliar to Rv0169 of M. tuberculosis H37Rv
ErdFL_0182	mce1B	gene	Rv0170	199207	200248	+	ratt	Simliar to Rv0170 of M. tuberculosis H37Rv
ErdFL_0182	mce1B	CDS	Rv0170	199207	200248	+	ratt	Simliar to Rv0170 of M. tuberculosis H37Rv
ErdFL_0183	mce1C	gene	Rv0171	200244	201792	+	ratt	Simliar to Rv0171 of M. tuberculosis H37Rv
ErdFL_0183	mce1C	CDS	Rv0171	200244	201792	+	ratt	Simliar to Rv0171 of M. tuberculosis H37Rv
ErdFL_0184	mce1D	gene	Rv0172	201788	203381	+	ratt	Simliar to Rv0172 of M. tuberculosis H37Rv
ErdFL_0184	mce1D	CDS	Rv0172	201788	203381	+	ratt	Simliar to Rv0172 of M. tuberculosis H37Rv
ErdFL_0185	lprK	gene	Rv0173	203377	204550	+	ratt	Simliar to Rv0173 of M. tuberculosis H37Rv
ErdFL_0185	lprK	CDS	Rv0173	203377	204550	+	ratt	Simliar to Rv0173 of M. tuberculosis H37Rv
ErdFL_0186	mce1F	gene	Rv0174	204543	206091	+	ratt	Simliar to Rv0174 of M. tuberculosis H37Rv
ErdFL_0186	mce1F	CDS	Rv0174	204543	206091	+	ratt	Simliar to Rv0174 of M. tuberculosis H37Rv
ErdFL_0187	ErdFL_0187	gene	Rv0175	206126	206768	+	ratt	Simliar to Rv0175 of M. tuberculosis H37Rv
ErdFL_0187	ErdFL_0187	CDS	Rv0175	206126	206768	+	ratt	Simliar to Rv0175 of M. tuberculosis H37Rv
ErdFL_0188	ErdFL_0188	gene	Rv0176	206764	207733	+	ratt	Simliar to Rv0176 of M. tuberculosis H37Rv
ErdFL_0188	ErdFL_0188	CDS	Rv0176	206764	207733	+	ratt	Simliar to Rv0176 of M. tuberculosis H37Rv
ErdFL_0189	ErdFL_0189	gene	Rv0177	207729	208284	+	ratt	Simliar to Rv0177 of M. tuberculosis H37Rv
ErdFL_0189	ErdFL_0189	CDS	Rv0177	207729	208284	+	ratt	Simliar to Rv0177 of M. tuberculosis H37Rv
ErdFL_0190	ErdFL_0190	gene	Rv0178	208250	208985	+	ratt	Simliar to Rv0178 of M. tuberculosis H37Rv
ErdFL_0190	ErdFL_0190	CDS	Rv0178	208250	208985	+	ratt	Simliar to Rv0178 of M. tuberculosis H37Rv
ErdFL_0191	lprO	gene	Rv0179c	209015	210125	-	ratt	Simliar to Rv0179c of M. tuberculosis H37Rv
ErdFL_0191	lprO	CDS	Rv0179c	209015	210125	-	ratt	Simliar to Rv0179c of M. tuberculosis H37Rv
ErdFL_0192	ErdFL_0192	gene	Rv0180c	210204	211563	-	ratt	Simliar to Rv0180c of M. tuberculosis H37Rv
ErdFL_0192	ErdFL_0192	CDS	Rv0180c	210204	211563	-	ratt	Simliar to Rv0180c of M. tuberculosis H37Rv
ErdFL_0193	ErdFL_0193	gene	Rv0181c	211589	212324	-	ratt	Simliar to Rv0181c of M. tuberculosis H37Rv
ErdFL_0193	ErdFL_0193	CDS	Rv0181c	211589	212324	-	ratt	Simliar to Rv0181c of M. tuberculosis H37Rv
ErdFL_0194	sigG	gene	Rv0182c	212340	213453	-	ratt	Simliar to Rv0182c of M. tuberculosis H37Rv
ErdFL_0194	sigG	CDS	Rv0182c	212340	213453	-	ratt	Simliar to Rv0182c of M. tuberculosis H37Rv
ErdFL_0195	ErdFL_0195	gene	Rv0183	213400	214240	+	ratt	Simliar to Rv0183 of M. tuberculosis H37Rv
ErdFL_0195	ErdFL_0195	CDS	Rv0183	213400	214240	+	ratt	Simliar to Rv0183 of M. tuberculosis H37Rv
ErdFL_0196	ErdFL_0196	gene	Rv0184	214281	215031	+	ratt	Simliar to Rv0184 of M. tuberculosis H37Rv
ErdFL_0196	ErdFL_0196	CDS	Rv0184	214281	215031	+	ratt	Simliar to Rv0184 of M. tuberculosis H37Rv
ErdFL_0197	ErdFL_0197	gene	Rv0185	215027	215537	+	ratt	Simliar to Rv0185 of M. tuberculosis H37Rv
ErdFL_0197	ErdFL_0197	CDS	Rv0185	215027	215537	+	ratt	Simliar to Rv0185 of M. tuberculosis H37Rv
ErdFL_0198	bglS	gene	Rv0186	215581	217657	+	ratt	Simliar to Rv0186 of M. tuberculosis H37Rv
ErdFL_0198	bglS	CDS	Rv0186	215581	217657	+	ratt	Simliar to Rv0186 of M. tuberculosis H37Rv
ErdFL_0199	mymT	gene	Rv0186A	217702	217864	-	ratt	Simliar to Rv0186A of M. tuberculosis H37Rv
ErdFL_0199	mymT	CDS	Rv0186A	217702	217864	-	ratt	Simliar to Rv0186A of M. tuberculosis H37Rv
ErdFL_0200	ErdFL_0200	gene	Rv0187	218017	218680	+	ratt	Simliar to Rv0187 of M. tuberculosis H37Rv
ErdFL_0200	ErdFL_0200	CDS	Rv0187	218017	218680	+	ratt	Simliar to Rv0187 of M. tuberculosis H37Rv
ErdFL_0201	ErdFL_0201	gene	Rv0188	218798	219230	+	ratt	Simliar to Rv0188 of M. tuberculosis H37Rv
ErdFL_0201	ErdFL_0201	CDS	Rv0188	218798	219230	+	ratt	Simliar to Rv0188 of M. tuberculosis H37Rv
ErdFL_0202	ilvD	gene	Rv0189c	219308	221036	-	ratt	Simliar to Rv0189c of M. tuberculosis H37Rv
ErdFL_0202	ilvD	CDS	Rv0189c	219308	221036	-	ratt	Simliar to Rv0189c of M. tuberculosis H37Rv
ErdFL_0203	ErdFL_0203	gene	Rv0190	221183	221474	+	ratt	Simliar to Rv0190 of M. tuberculosis H37Rv
ErdFL_0203	ErdFL_0203	CDS	Rv0190	221183	221474	+	ratt	Simliar to Rv0190 of M. tuberculosis H37Rv
ErdFL_0204	ErdFL_0204	gene	Rv0191	221601	222843	+	ratt	Simliar to Rv0191 of M. tuberculosis H37Rv
ErdFL_0204	ErdFL_0204	CDS	Rv0191	221601	222843	+	ratt	Simliar to Rv0191 of M. tuberculosis H37Rv
ErdFL_0205	ErdFL_0205	gene	Rv0192	222876	223977	+	ratt	Simliar to Rv0192 of M. tuberculosis H37Rv
ErdFL_0205	ErdFL_0205	CDS	Rv0192	222876	223977	+	ratt	Simliar to Rv0192 of M. tuberculosis H37Rv
ErdFL_0206	ErdFL_0206	gene	Rv0193c	224036	225884	-	ratt	Simliar to Rv0193c of M. tuberculosis H37Rv
ErdFL_0206	ErdFL_0206	CDS	Rv0193c	224036	225884	-	ratt	Simliar to Rv0193c of M. tuberculosis H37Rv
ErdFL_0207	ErdFL_0207	gene		226012	226132	+	bakta	De novo annotation with bakta
ErdFL_0207	ErdFL_0207	CDS		226012	226132	+	bakta	De novo annotation with bakta
ErdFL_0208	ErdFL_0208	gene	Rv0194	226190	229775	+	ratt	Simliar to Rv0194 of M. tuberculosis H37Rv
ErdFL_0208	ErdFL_0208	CDS	Rv0194	226190	229775	+	ratt	Simliar to Rv0194 of M. tuberculosis H37Rv
ErdFL_0209	ErdFL_0209	gene	Rv0195	230211	230847	+	ratt	Simliar to Rv0195 of M. tuberculosis H37Rv
ErdFL_0209	ErdFL_0209	CDS	Rv0195	230211	230847	+	ratt	Simliar to Rv0195 of M. tuberculosis H37Rv
ErdFL_0210	ErdFL_0210	gene	Rv0196	230959	231544	+	ratt	Simliar to Rv0196 of M. tuberculosis H37Rv
ErdFL_0210	ErdFL_0210	CDS	Rv0196	230959	231544	+	ratt	Simliar to Rv0196 of M. tuberculosis H37Rv
ErdFL_0211	ErdFL_0211	gene	Rv0197	231543	233790	+	ratt	Simliar to Rv0197 of M. tuberculosis H37Rv
ErdFL_0211	ErdFL_0211	CDS	Rv0197	231543	233790	+	ratt	Simliar to Rv0197 of M. tuberculosis H37Rv
ErdFL_0212	zmp1	gene	Rv0198c	233830	235822	-	ratt	Simliar to Rv0198c of M. tuberculosis H37Rv
ErdFL_0212	zmp1	CDS	Rv0198c	233830	235822	-	ratt	Simliar to Rv0198c of M. tuberculosis H37Rv
ErdFL_0213	ErdFL_0213	gene	Rv0199	235864	236524	+	ratt	Simliar to Rv0199 of M. tuberculosis H37Rv
ErdFL_0213	ErdFL_0213	CDS	Rv0199	235864	236524	+	ratt	Simliar to Rv0199 of M. tuberculosis H37Rv
ErdFL_0214	ErdFL_0214	gene	Rv0200	236520	237210	+	ratt	Simliar to Rv0200 of M. tuberculosis H37Rv
ErdFL_0214	ErdFL_0214	CDS	Rv0200	236520	237210	+	ratt	Simliar to Rv0200 of M. tuberculosis H37Rv
ErdFL_0215	ErdFL_0215	gene	Rv0201c	237206	237710	-	ratt	Simliar to Rv0201c of M. tuberculosis H37Rv
ErdFL_0215	ErdFL_0215	CDS	Rv0201c	237206	237710	-	ratt	Simliar to Rv0201c of M. tuberculosis H37Rv
ErdFL_0216	mmpL11	gene	Rv0202c	237706	240607	-	ratt	Simliar to Rv0202c of M. tuberculosis H37Rv
ErdFL_0216	mmpL11	CDS	Rv0202c	237706	240607	-	ratt	Simliar to Rv0202c of M. tuberculosis H37Rv
ErdFL_0217	ErdFL_0217	gene	Rv0203	240828	241239	+	ratt	Simliar to Rv0203 of M. tuberculosis H37Rv
ErdFL_0217	ErdFL_0217	CDS	Rv0203	240828	241239	+	ratt	Simliar to Rv0203 of M. tuberculosis H37Rv
ErdFL_0218	ErdFL_0218	gene	Rv0204c	241290	242529	-	ratt	Simliar to Rv0204c of M. tuberculosis H37Rv
ErdFL_0218	ErdFL_0218	CDS	Rv0204c	241290	242529	-	ratt	Simliar to Rv0204c of M. tuberculosis H37Rv
ErdFL_0219	ErdFL_0219	gene	Rv0205	242698	243802	+	ratt	Simliar to Rv0205 of M. tuberculosis H37Rv
