locus_tag	gene	type	rv_equivalent	start	end	strand	source
Erdman_0387	ERv0368c	CDS	Rv0368c	447574	448786	-	ratt
Erdman_0388	ERv0369c	CDS	Rv0369c	448791	449307	-	ratt
Erdman_0389	ERv0370c	CDS	Rv0370c	449407	450304	-	ratt
Erdman_0390	ERv0371c	CDS	Rv0371c	450300	450894	-	ratt
Erdman_0391	ERv0372c	CDS	Rv0372c	450890	451646	-	ratt
Erdman_0392	ERv0373c	CDS	Rv0373c	451664	454064	-	ratt
Erdman_0393	ERv0374c	CDS	Rv0374c	454060	454540	-	ratt
Erdman_0394	ERv0375c	CDS	Rv0375c	454554	455415	-	ratt
Erdman_0395	ERv0376c	CDS	Rv0376c	455490	456633	-	ratt
Erdman_0396	ERv0377	CDS	Rv0377	456681	457647	+	ratt
Erdman_0397	ERv0378	CDS	Rv0378	457897	458119	+	ratt
Erdman_0398	secE2	CDS	Rv0379	458237	458453	+	ratt
Erdman_0399	ERv0380c	CDS	Rv0380c	458528	459080	-	ratt
Erdman_0400	ERv0381c	CDS	Rv0381c	459175	460084	-	ratt
Erdman_0401	pyrE	CDS	Rv0382c	460101	460641	-	ratt
Erdman_0402	ERv0383c	CDS	Rv0383c	460721	461576	-	ratt
Erdman_0403	clpB	CDS	Rv0384c	461716	464263	-	ratt
Erdman_0404	ERv0385	CDS	Rv0385	464395	465568	+	ratt
Erdman_0405	ERv0386	CDS	Rv0386	465671	468929	+	ratt
Erdman_0406	Erdman_0406	CDS		468932	470264	-	bakta
Erdman_0407	purT	CDS	Rv0389	470597	471857	+	ratt
Erdman_0408	ERv0390	CDS	Rv0390	471853	472276	+	ratt
Erdman_0409	metZ	CDS	Rv0391	472272	473493	+	ratt
Erdman_0410	ndhA	CDS	Rv0392c	473489	474902	-	ratt
Erdman_0411	ERv0393	CDS	Rv0393	475043	476369	+	ratt
Erdman_0412	ERv0394c	CDS	Rv0394c	476384	477104	-	ratt
Erdman_0413	ERv0395	CDS	Rv0395	477202	477607	+	ratt
Erdman_0414	ERv0396	CDS	Rv0396	477612	478005	+	ratt
Erdman_0415	ERv0397	CDS	Rv0397	478078	478447	+	ratt
Erdman_0416	ERv0397A	CDS	Rv0397A	478656	478905	+	ratt
Erdman_0417	ERv0398c	CDS	Rv0398c	478941	479583	-	ratt
Erdman_0418	lpqK	CDS	Rv0399c	479589	480819	-	ratt
Erdman_0419	fadE7	CDS	Rv0400c	480828	482016	-	ratt
Erdman_0420	ERv0401	CDS	Rv0401	482051	482423	+	ratt
Erdman_0421	mmpL1	CDS	Rv0402c	482617	485494	-	ratt
Erdman_0422	mmpS1	CDS	Rv0403c	486821	487277	-	ratt
Erdman_0423	tnp	CDS		486538	486865	-	bakta
Erdman_0424	fadD30	CDS	Rv0404	487597	489355	+	ratt
Erdman_0425	pks6	CDS	Rv0405	489351	493560	+	ratt
Erdman_0426	ERv0406c	CDS	Rv0406c	493507	494326	-	ratt
Erdman_0427	fgd1	CDS	Rv0407	494403	495414	+	ratt
Erdman_0428	pta	CDS	Rv0408	495406	497479	+	ratt
Erdman_0429	ackA	CDS	Rv0409	497471	498629	+	ratt
Erdman_0430	pknG	CDS	Rv0410c	498682	500935	-	ratt
Erdman_0431	glnH	CDS	Rv0411c	500934	501921	-	ratt
Erdman_0432	ERv0412c	CDS	Rv0412c	501920	503240	-	ratt
Erdman_0433	mutT3	CDS	Rv0413	503333	503987	+	ratt
Erdman_0434	thiE	CDS	Rv0414c	503970	504639	-	ratt
Erdman_0435	thiO	CDS	Rv0415	504768	505791	+	ratt
Erdman_0436	thiS	CDS	Rv0416	505787	505994	+	ratt
Erdman_0437	thiG	CDS	Rv0417	505986	506745	+	ratt
Erdman_0438	lpqL	CDS	Rv0418	507116	508619	+	ratt
Erdman_0439	lpqM	CDS	Rv0419	508706	510203	+	ratt
Erdman_0440	ERv0420c	CDS	Rv0420c	510181	510592	-	ratt
Erdman_0441	ERv0421c	CDS	Rv0421c	510752	511382	-	ratt
Erdman_0442	thiD	CDS	Rv0422c	511378	512176	-	ratt
Erdman_0443	thiC	CDS	Rv0423c	512202	513846	-	ratt
Erdman_0444	ERv0424c	CDS	Rv0424c	513997	514273	-	ratt
Erdman_0445	ctpH	CDS	Rv0425c	514322	518942	-	ratt
Erdman_0446	ERv0426c	CDS	Rv0426c	518993	519437	-	ratt
Erdman_0447	xthA	CDS	Rv0427c	519637	520513	-	ratt
Erdman_0448	ERv0428c	CDS	Rv0428c	520515	521424	-	ratt
Erdman_0449	def	CDS	Rv0429c	521423	522017	-	ratt
Erdman_0450	ERv0430	CDS	Rv0430	522353	522662	+	ratt
Erdman_0451	ERv0431	CDS	Rv0431	522693	523188	+	ratt
Erdman_0452	sodC	CDS	Rv0432	523220	523943	+	ratt
Erdman_0453	ERv0433	CDS	Rv0433	523944	525075	+	ratt
Erdman_0454	ERv0434	CDS	Rv0434	525134	525788	+	ratt
Erdman_0455	ERv0435c	CDS	Rv0435c	525967	528154	-	ratt
Erdman_0456	pssA	CDS	Rv0436c	528150	529011	-	ratt
Erdman_0457	psd	CDS	Rv0437c	529007	529703	-	ratt
Erdman_0458	moeA2	CDS	Rv0438c	529763	530981	-	ratt
Erdman_0459	ERv0439c	CDS	Rv0439c	530999	531935	-	ratt
Erdman_0460	groEL2	CDS	Rv0440	532228	533851	+	ratt
Erdman_0461	ERv0441c	CDS	Rv0441c	533916	534345	-	ratt
Erdman_0462	PPE10	CDS	Rv0442c	534371	535850	-	ratt
Erdman_0463	ERv0443	CDS	Rv0443	536031	536547	+	ratt
Erdman_0464	rskA	CDS	Rv0444c	536726	537425	-	ratt
Erdman_0465	sigK	CDS	Rv0445c	537468	538032	-	ratt
Erdman_0466	ERv0446c	CDS	Rv0446c	538080	538851	-	ratt
Erdman_0467	ufaA1	CDS	Rv0447c	538859	540143	-	ratt
Erdman_0468	ERv0448c	CDS	Rv0448c	540139	540805	-	ratt
Erdman_0469	ERv0449c	CDS	Rv0449c	540864	542184	-	ratt
Erdman_0470	mmpL4	CDS	Rv0450c	542223	545127	-	ratt
Erdman_0471	mmpS4	CDS	Rv0451c	545123	545546	-	ratt
Erdman_0472	ERv0452	CDS	Rv0452	545777	546488	+	ratt
Erdman_0473	PPE11	CDS	Rv0453	546809	548366	+	ratt
Erdman_0474	Erdman_0474	CDS		548371	548695	-	bakta
Erdman_0475	ERv0455c	CDS	Rv0455c	549010	549457	-	ratt
Erdman_0476	echA2	CDS	Rv0456c	549524	550439	-	ratt
Erdman_0477	mazF1	CDS	Rv0456A	550711	550993	-	ratt
Erdman_0478	mazE1	CDS	Rv0456B	550979	551153	-	ratt
Erdman_0479	ERv0457c	CDS	Rv0457c	551221	553243	-	ratt
Erdman_0480	ERv0458	CDS	Rv0458	553310	554834	+	ratt
Erdman_0481	ERv0459	CDS	Rv0459	554833	555325	+	ratt
Erdman_0482	ERv0460	CDS	Rv0460	555384	555624	+	ratt
Erdman_0483	ERv0461	CDS	Rv0461	555661	556189	+	ratt
Erdman_0484	lpdC	CDS	Rv0462	556252	557647	+	ratt
Erdman_0485	ERv0463	CDS	Rv0463	557654	557948	+	ratt
Erdman_0486	ERv0464c	CDS	Rv0464c	557951	558524	-	ratt
Erdman_0487	ERv0465c	CDS	Rv0465c	558520	559945	-	ratt
Erdman_0488	ERv0466	CDS	Rv0466	560096	560891	+	ratt
Erdman_0489	icl1	CDS	Rv0467	561165	562452	+	ratt
Erdman_0490	fadB2	CDS	Rv0468	562533	563394	+	ratt
Erdman_0491	umaA	CDS	Rv0469	563526	564387	+	ratt
Erdman_0492	pcaA	CDS	Rv0470c	564486	565350	-	ratt
Erdman_0493	ERv0470A	CDS	Rv0470A	565492	565933	-	ratt
Erdman_0494	ERv0471c	CDS	Rv0471c	565863	566352	-	ratt
Erdman_0495	ERv0472c	CDS	Rv0472c	566361	567066	-	ratt
Erdman_0496	ERv0473	CDS	Rv0473	567202	568573	+	ratt
Erdman_0497	ERv0474	CDS	Rv0474	568659	569082	+	ratt
Erdman_0498	hbhA	CDS	Rv0475	569435	570035	+	ratt
Erdman_0499	ERv0476	CDS	Rv0476	570146	570410	+	ratt
Erdman_0500	ERv0477	CDS	Rv0477	570414	570861	+	ratt
Erdman_0501	deoC	CDS	Rv0478	570860	571535	+	ratt
Erdman_0502	ERv0479c	CDS	Rv0479c	571559	572606	-	ratt
Erdman_0503	ERv0480c	CDS	Rv0480c	572602	573445	-	ratt
Erdman_0504	ERv0481c	CDS	Rv0481c	573570	574095	-	ratt
Erdman_0505	murB	CDS	Rv0482	574121	575231	+	ratt
Erdman_0506	lprQ	CDS	Rv0483	575292	576648	+	ratt
Erdman_0507	ERv0484c	CDS	Rv0484c	576628	577384	-	ratt
Erdman_0508	ERv0485	CDS	Rv0485	577566	578883	+	ratt
Erdman_0509	mshA	CDS	Rv0486	578930	580373	+	ratt
Erdman_0510	ERv0487	CDS	Rv0487	580369	580921	+	ratt
Erdman_0511	ERv0488	CDS	Rv0488	581188	581794	+	ratt
Erdman_0512	gpm1	CDS	Rv0489	581950	582700	+	ratt
Erdman_0513	senX3	CDS	Rv0490	582873	584106	+	ratt
Erdman_0514	regX3	CDS	Rv0491	584309	584993	+	ratt
Erdman_0515	ERv0492c	CDS	Rv0492c	584989	586879	-	ratt
Erdman_0516	ERv0492A	CDS	Rv0492A	586875	587205	-	ratt
Erdman_0517	ERv0493c	CDS	Rv0493c	587201	588191	-	ratt
Erdman_0518	ERv0494	CDS	Rv0494	588195	588924	+	ratt
Erdman_0519	ERv0495c	CDS	Rv0495c	588924	589815	-	ratt
Erdman_0520	ERv0496	CDS	Rv0496	589894	590881	+	ratt
Erdman_0521	ERv0497	CDS	Rv0497	590877	591810	+	ratt
Erdman_0522	ERv0498	CDS	Rv0498	591825	592668	+	ratt
Erdman_0523	ERv0499	CDS	Rv0499	592683	593559	+	ratt
Erdman_0524	proC	CDS	Rv0500	593583	594471	+	ratt
Erdman_0525	ERv0500A	CDS	Rv0500A	594611	594848	+	ratt
Erdman_0526	Erdman_0526	CDS		594975	595077	+	bakta
Erdman_0527	galE2	CDS	Rv0501	595154	596285	+	ratt
Erdman_0528	ERv0502	CDS	Rv0502	596291	597368	+	ratt
Erdman_0529	cmaA2	CDS	Rv0503c	597371	598280	-	ratt
Erdman_0530	ERv0504c	CDS	Rv0504c	598302	598803	-	ratt
Erdman_0531	serB1	CDS	Rv0505c	598964	600086	-	ratt
Erdman_0532	mmpS2	CDS	Rv0506	600259	600703	+	ratt
Erdman_0533	mmpL2	CDS	Rv0507	600699	603606	+	ratt
Erdman_0534	ERv0508	CDS	Rv0508	603598	603892	+	ratt
Erdman_0535	hemA	CDS	Rv0509	603941	605348	+	ratt
Erdman_0536	hemC	CDS	Rv0510	605357	606287	+	ratt
Erdman_0537	hemD	CDS	Rv0511	606319	608017	+	ratt
Erdman_0538	hemB	CDS	Rv0512	608102	609092	+	ratt
Erdman_0539	ERv0513	CDS	Rv0513	609104	609653	+	ratt
Erdman_0540	ERv0514	CDS	Rv0514	609649	609949	+	ratt
Erdman_0541	ERv0515	CDS	Rv0515	610051	611563	+	ratt
Erdman_0542	ERv0516c	CDS	Rv0516c	611559	612036	-	ratt
Erdman_0543	ERv0517	CDS	Rv0517	612246	613557	+	ratt
Erdman_0544	ERv0518	CDS	Rv0518	613688	614384	+	ratt
Erdman_0545	Erdman_0545	CDS		614435	614552	-	bakta
Erdman_0546	ERv0519c	CDS	Rv0519c	614672	615575	-	ratt
Erdman_0547	Erdman_0547	CDS		615755	616106	+	bakta
Erdman_0548	Erdman_0548	CDS		616098	616404	+	bakta
Erdman_0549	gabP	CDS	Rv0522	616538	617843	+	ratt
Erdman_0550	ERv0523c	CDS	Rv0523c	617826	618222	-	ratt
Erdman_0551	hemL	CDS	Rv0524	618335	619724	+	ratt
Erdman_0552	ERv0525	CDS	Rv0525	619723	620332	+	ratt
Erdman_0553	ERv0526	CDS	Rv0526	620346	620997	+	ratt
Erdman_0554	ccdA	CDS	Rv0527	620993	621773	+	ratt
Erdman_0555	ERv0528	CDS	Rv0528	621805	623395	+	ratt
Erdman_0556	ccsA	CDS	Rv0529	623391	624366	+	ratt
Erdman_0557	ERv0530	CDS	Rv0530	624407	625625	+	ratt
Erdman_0558	ERv0530A	CDS	Rv0530A	625621	625783	-	ratt
Erdman_0559	ERv0531	CDS	Rv0531	625829	626147	+	ratt
Erdman_0560	PE_PGRS6	CDS	Rv0532	626293	628162	+	ratt
Erdman_0561	fabH	CDS	Rv0533c	628057	629065	-	ratt
Erdman_0562	menA	CDS	Rv0534c	629146	630025	-	ratt
Erdman_0563	ERv0535	CDS	Rv0535	630041	630836	+	ratt
Erdman_0564	galE3	CDS	Rv0536	630832	631873	+	ratt
Erdman_0565	ERv0537c	CDS	Rv0537c	631882	633316	-	ratt
Erdman_0566	ERv0538	CDS	Rv0538	633624	635271	+	ratt
Erdman_0567	ERv0539	CDS	Rv0539	635327	635960	+	ratt
Erdman_0568	ERv0540	CDS	Rv0540	635956	636619	+	ratt
Erdman_0569	ERv0541c	CDS	Rv0541c	636639	637989	-	ratt
Erdman_0570	menE	CDS	Rv0542c	638000	639089	-	ratt
Erdman_0571	ERv0543c	CDS	Rv0543c	639157	639460	-	ratt
Erdman_0572	ERv0544c	CDS	Rv0544c	639519	639798	-	ratt
Erdman_0573	pitA	CDS	Rv0545c	639794	641048	-	ratt
Erdman_0574	ERv0546c	CDS	Rv0546c	641167	641554	-	ratt
Erdman_0575	ERv0547c	CDS	Rv0547c	641616	642501	-	ratt
Erdman_0576	menB	CDS	Rv0548c	642596	643541	-	ratt
Erdman_0577	vapC3	CDS	Rv0549c	643812	644226	-	ratt
Erdman_0578	vapB3	CDS	Rv0550c	644222	644489	-	ratt
Erdman_0579	fadD8	CDS	Rv0551c	644680	646396	-	ratt
Erdman_0580	ERv0552	CDS	Rv0552	646473	648078	+	ratt
Erdman_0581	menC	CDS	Rv0553	648074	649055	+	ratt
Erdman_0582	bpoC	CDS	Rv0554	649051	649840	+	ratt
Erdman_0583	menD	CDS	Rv0555	649882	651547	+	ratt
Erdman_0584	ERv0556	CDS	Rv0556	651543	652059	+	ratt
Erdman_0585	mgtA	CDS	Rv0557	652120	653257	+	ratt
Erdman_0586	menH	CDS	Rv0558	653273	653978	+	ratt
Erdman_0587	ERv0559c	CDS	Rv0559c	653991	654330	-	ratt
Erdman_0588	ERv0560c	CDS	Rv0560c	654363	655089	-	ratt
Erdman_0589	ERv0561c	CDS	Rv0561c	655113	656340	-	ratt
Erdman_0590	grcC1	CDS	Rv0562	656355	657363	+	ratt
Erdman_0591	htpX	CDS	Rv0563	657463	658324	+	ratt
Erdman_0592	gpdA1	CDS	Rv0564c	658508	659534	-	ratt
Erdman_0593	ERv0565c	CDS	Rv0565c	659594	661055	-	ratt
Erdman_0594	ERv0566c	CDS	Rv0566c	661132	661624	-	ratt
Erdman_0595	tyrT	tRNA	Rvnt05	661693	661774	+	ratt
Erdman_0596	ERv0567	CDS	Rv0567	661905	662925	+	ratt
Erdman_0597	cyp135B1	CDS	Rv0568	663034	664453	+	ratt
Erdman_0598	ERv0569	CDS	Rv0569	664587	664854	+	ratt
Erdman_0599	nrdZ	CDS	Rv0570	664879	666958	+	ratt
Erdman_0600	ERv0571c	CDS	Rv0571c	667071	668403	-	ratt
Erdman_0601	ERv0572c	CDS	Rv0572c	668626	668968	-	ratt
Erdman_0602	Erdman_0602	CDS		669018	669186	-	bakta
Erdman_0603	pncB2	CDS	Rv0573c	669435	670827	-	ratt
Erdman_0604	ERv0574c	CDS	Rv0574c	670836	671979	-	ratt
Erdman_0605	ERv0575c	CDS	Rv0575c	672163	673330	-	ratt
Erdman_0606	ERv0576	CDS	Rv0576	673432	674737	+	ratt
Erdman_0607	TB27.3	CDS	Rv0577	674750	675536	+	ratt
Erdman_0608	PE_PGRS7	CDS	Rv0578c	675580	679501	-	ratt
Erdman_0609	ERv0579	CDS	Rv0579	679822	680581	+	ratt
Erdman_0610	ERv0580c	CDS	Rv0580c	680709	681201	-	ratt
Erdman_0611	vapB26	CDS	Rv0581	681299	681515	+	ratt
Erdman_0612	vapC26	CDS	Rv0582	681511	681919	+	ratt
Erdman_0613	lpqN	CDS	Rv0583c	681978	682665	-	ratt
Erdman_0614	ERv0584	CDS	Rv0584	682818	685452	+	ratt
Erdman_0615	ERv0585c	CDS	Rv0585c	685474	687862	-	ratt
Erdman_0616	mce2R	CDS	Rv0586	687998	688721	+	ratt
Erdman_0617	yrbE2A	CDS	Rv0587	688717	689515	+	ratt
Erdman_0618	ERv0588	CDS	Rv0588	689516	690404	+	ratt
Erdman_0619	mce2A	CDS	Rv0589	690409	691624	+	ratt
Erdman_0620	mce2C	CDS	Rv0591	692647	694093	+	ratt
Erdman_0621	mce2D	CDS	Rv0592	694089	695526	+	ratt
Erdman_0622	lprL	CDS	Rv0593	695613	696822	+	ratt
Erdman_0623	mce2F	CDS	Rv0594	696826	698377	+	ratt
Erdman_0624	vapC4	CDS	Rv0595c	698428	698821	-	ratt
Erdman_0625	vapB4	CDS	Rv0596c	698817	699075	-	ratt
Erdman_0626	ERv0597c	CDS	Rv0597c	699257	700493	-	ratt
Erdman_0627	vapC27	CDS	Rv0598c	700743	701157	-	ratt
Erdman_0628	vapB27	CDS	Rv0599c	701153	701390	-	ratt
Erdman_0629	ERv0600c	CDS	Rv0600c	701493	702000	-	ratt
Erdman_0630	ERv0601c	CDS	Rv0601c	702113	702584	-	ratt
Erdman_0631	tcrA	CDS	Rv0602c	702627	703389	-	ratt
Erdman_0632	ERv0603	CDS	Rv0603	703445	703757	+	ratt
Erdman_0633	lpqO	CDS	Rv0604	703828	704779	+	ratt
Erdman_0634	ERv0605	CDS	Rv0605	705019	705604	+	ratt
Erdman_0635	tnpB	CDS		705605	706349	+	bakta
Erdman_0636	ERv0607	CDS	Rv0607	706402	706789	+	ratt
Erdman_0637	vapB28	CDS	Rv0608	706833	707079	+	ratt
Erdman_0638	vapC28	CDS	Rv0609	707075	707477	+	ratt
Erdman_0639	ERv0609A	CDS	Rv0609A	707419	707647	+	ratt
Erdman_0640	B55	ncRNA	RVnc0005	707776	707837	+	ratt
Erdman_0641	Erdman_0641	CDS		708064	708262	-	bakta
Erdman_0642	ERv0610c	CDS	Rv0610c	708341	709499	-	ratt
Erdman_0643	ERv0611c	CDS	Rv0611c	709550	709772	-	ratt
Erdman_0644	ERv0612	CDS	Rv0612	709913	710519	+	ratt
Erdman_0645	ERv0613c	CDS	Rv0613c	710537	713105	-	ratt
Erdman_0646	ERv0614	CDS	Rv0614	712945	713938	+	ratt
Erdman_0647	ERv0615	CDS	Rv0615	713934	714177	+	ratt
Erdman_0648	vapB29	CDS	Rv0616A	714371	714599	+	ratt
Erdman_0649	vapC29	CDS	Rv0617	714595	714997	+	ratt
Erdman_0650	Erdman_0650	CDS		715125	715821	+	bakta
Erdman_0651	galK	CDS	Rv0620	716305	717397	+	ratt
Erdman_0652	ERv0621	CDS	Rv0621	717791	718856	+	ratt
Erdman_0653	ERv0622	CDS	Rv0622	718959	719907	+	ratt
Erdman_0654	vapB30	CDS	Rv0623	719999	720254	+	ratt
Erdman_0655	vapC30	CDS	Rv0624	720253	720649	+	ratt
Erdman_0656	ERv0625c	CDS	Rv0625c	720742	721483	-	ratt
Erdman_0657	vapB5	CDS	Rv0626	721614	721875	+	ratt
Erdman_0658	vapC5	CDS	Rv0627	721871	722279	+	ratt
Erdman_0659	ERv0628c	CDS	Rv0628c	722350	723502	-	ratt
Erdman_0660	recD	CDS	Rv0629c	723594	725322	-	ratt
Erdman_0661	recB	CDS	Rv0630c	725318	728603	-	ratt
Erdman_0662	recC	CDS	Rv0631c	728602	731896	-	ratt
Erdman_0663	echA3	CDS	Rv0632c	732172	732868	-	ratt
Erdman_0664	ERv0633c	CDS	Rv0633c	732916	733756	-	ratt
Erdman_0665	ERv0634c	CDS	Rv0634c	733909	734623	-	ratt
Erdman_0666	ERv0634A	CDS	Rv0634A	734702	734954	+	ratt
Erdman_0667	thrT	tRNA	Rvnt06	735083	735156	+	ratt
Erdman_0668	metT	tRNA	Rvnt07	735192	735266	+	ratt
Erdman_0669	rpmG2	CDS	Rv0634B	735301	735469	+	ratt
Erdman_0670	hadA	CDS	Rv0635	735519	735996	+	ratt
Erdman_0671	hadB	CDS	Rv0636	735982	736411	+	ratt
Erdman_0672	hadC	CDS	Rv0637	736414	736915	+	ratt
Erdman_0673	trpT	tRNA	Rvnt08	737113	737186	+	ratt
Erdman_0674	secE1	CDS	Rv0638	737326	737812	+	ratt
Erdman_0675	nusG	CDS	Rv0639	737843	738560	+	ratt
Erdman_0676	rplK	CDS	Rv0640	738611	739040	+	ratt
Erdman_0677	rplA	CDS	Rv0641	739106	739814	+	ratt
Erdman_0678	mmaA4	CDS	Rv0642c	739887	740793	-	ratt
Erdman_0679	mmaA3	CDS	Rv0643c	740857	741739	-	ratt
Erdman_0680	mmaA2	CDS	Rv0644c	741886	742750	-	ratt
Erdman_0681	mmaA1	CDS	Rv0645c	742916	743777	-	ratt
Erdman_0682	lipG	CDS	Rv0646c	743823	744729	-	ratt
Erdman_0683	ERv0647c	CDS	Rv0647c	744740	746207	-	ratt
Erdman_0684	ERv0648	CDS	Rv0648	746841	750489	+	ratt
Erdman_0685	fabD2	CDS	Rv0649	750485	751160	+	ratt
Erdman_0686	ERv0650	CDS	Rv0650	751159	752068	+	ratt
Erdman_0687	rplJ	CDS	Rv0651	752398	752935	+	ratt
Erdman_0688	rplL	CDS	Rv0652	752971	753364	+	ratt
Erdman_0689	ERv0653c	CDS	Rv0653c	753356	754052	-	ratt
Erdman_0690	ERv0654	CDS	Rv0654	754122	755628	+	ratt
Erdman_0691	mkl	CDS	Rv0655	755639	756719	+	ratt
Erdman_0692	vapC6	CDS	Rv0656c	757106	757490	-	ratt
Erdman_0693	vapB6	CDS	Rv0657c	757584	757740	-	ratt
Erdman_0694	ERv0658c	CDS	Rv0658c	757815	758532	-	ratt
Erdman_0695	mazF2	CDS	Rv0659c	758807	759116	-	ratt
Erdman_0696	mazE2	CDS	Rv0660c	759102	759348	-	ratt
Erdman_0697	vapC7	CDS	Rv0661c	759457	759895	-	ratt
Erdman_0698	vapB7	CDS	Rv0662c	759891	760146	-	ratt
Erdman_0699	atsD	CDS	Rv0663	760259	762623	+	ratt
Erdman_0700	vapB8	CDS	Rv0664	762654	762927	+	ratt
Erdman_0701	vapC8	CDS	Rv0665	762923	763262	+	ratt
Erdman_0702	ERv0666	CDS	Rv0666	763258	763432	+	ratt
Erdman_0703	rpoB	CDS	Rv0667	763929	767448	+	ratt
Erdman_0704	rpoC	CDS	Rv0668	767492	771443	+	ratt
Erdman_0705	rpoC	CDS		771550	771664	+	bakta
Erdman_0706	ERv0669c	CDS	Rv0669c	771806	773720	-	ratt
Erdman_0707	end	CDS	Rv0670	773914	774673	+	ratt
Erdman_0708	lpqP	CDS	Rv0671	774704	775547	+	ratt
Erdman_0709	fadE8	CDS	Rv0672	775606	777235	+	ratt
Erdman_0710	echA4	CDS	Rv0673	777245	778184	+	ratt
Erdman_0711	ERv0674	CDS	Rv0674	778186	778909	+	ratt
Erdman_0712	echA5	CDS	Rv0675	778905	779697	+	ratt
Erdman_0713	mmpL5	CDS	Rv0676c	779708	782603	-	ratt
Erdman_0714	mmpS5	CDS	Rv0677c	782599	783028	-	ratt
Erdman_0715	ERv0678	CDS	Rv0678	783112	783610	+	ratt
Erdman_0716	ERv0679c	CDS	Rv0679c	783665	784163	-	ratt
Erdman_0717	ERv0680c	CDS	Rv0680c	784164	784539	-	ratt
Erdman_0718	ERv0681	CDS	Rv0681	784843	785434	+	ratt
Erdman_0719	rpsL	CDS	Rv0682	785682	786057	+	ratt
Erdman_0720	rpsG	CDS	Rv0683	786056	786527	+	ratt
Erdman_0721	fusA1	CDS	Rv0684	786607	788713	+	ratt
Erdman_0722	tuf	CDS	Rv0685	788943	790134	+	ratt
Erdman_0723	ERv0686	CDS	Rv0686	790271	791069	+	ratt
Erdman_0724	ERv0687	CDS	Rv0687	791221	792049	+	ratt
Erdman_0725	ERv0688	CDS	Rv0688	792062	793283	+	ratt
Erdman_0726	ERv0689c	CDS	Rv0689c	793279	793534	-	ratt
Erdman_0727	ERv0690c	CDS	Rv0690c	794146	795196	-	ratt
Erdman_0728	ERv0691c	CDS	Rv0691c	795192	795789	-	ratt
Erdman_0729	ERv0691A	CDS	Rv0691A	795879	795969	+	ratt
Erdman_0730	ERv0692	CDS	Rv0692	795953	796283	+	ratt
Erdman_0731	ERv0693	CDS	Rv0693	796279	797455	+	ratt
Erdman_0732	ERv0694	CDS	Rv0694	797457	798648	+	ratt
Erdman_0733	ERv0695	CDS	Rv0695	798837	799593	+	ratt
Erdman_0734	ERv0696	CDS	Rv0696	799641	801054	+	ratt
Erdman_0735	ERv0697	CDS	Rv0697	801055	802495	+	ratt
Erdman_0736	ERv0698	CDS	Rv0698	802955	803567	+	ratt
Erdman_0737	ERv0699	CDS	Rv0699	803751	803973	+	ratt
Erdman_0738	rpsJ	CDS	Rv0700	804609	804915	+	ratt
Erdman_0739	rplC	CDS	Rv0701	804931	805585	+	ratt
Erdman_0740	rplD	CDS	Rv0702	805584	806256	+	ratt
Erdman_0741	rplW	CDS	Rv0703	806255	806558	+	ratt
Erdman_0742	rplB	CDS	Rv0704	806758	807601	+	ratt
Erdman_0743	rpsS	CDS	Rv0705	807641	807923	+	ratt
Erdman_0744	rplV	CDS	Rv0706	807919	808513	+	ratt
Erdman_0745	rpsC	CDS	Rv0707	808512	809337	+	ratt
Erdman_0746	rplP	CDS	Rv0708	809340	809757	+	ratt
Erdman_0747	rpmC	CDS	Rv0709	809756	809990	+	ratt
Erdman_0748	rpsQ	CDS	Rv0710	809986	810397	+	ratt
Erdman_0749	atsA	CDS	Rv0711	810565	812929	+	ratt
Erdman_0750	ERv0712	CDS	Rv0712	812976	813876	+	ratt
Erdman_0751	ERv0713	CDS	Rv0713	814176	815118	+	ratt
Erdman_0752	rplN	CDS	Rv0714	815603	815972	+	ratt
Erdman_0753	rplX	CDS	Rv0715	815972	816290	+	ratt
Erdman_0754	rplE	CDS	Rv0716	816289	816853	+	ratt
Erdman_0755	rpsN1	CDS	Rv0717	816857	817043	+	ratt
Erdman_0756	rpsH	CDS	Rv0718	817206	817605	+	ratt
Erdman_0757	rplF	CDS	Rv0719	817628	818168	+	ratt
Erdman_0758	rplR	CDS	Rv0720	818170	818539	+	ratt
Erdman_0759	rpsE	CDS	Rv0721	818558	819221	+	ratt
Erdman_0760	rpmD	CDS	Rv0722	819223	819421	+	ratt
Erdman_0761	rplO	CDS	Rv0723	819420	819861	+	ratt
Erdman_0762	sppA	CDS	Rv0724	819893	821765	+	ratt
Erdman_0763	ERv0725c	CDS	Rv0725c	821769	822675	-	ratt
Erdman_0764	ERv0726c	CDS	Rv0726c	822767	823871	-	ratt
Erdman_0765	fucA	CDS	Rv0727c	824073	824730	-	ratt
Erdman_0766	serA2	CDS	Rv0728c	824726	825707	-	ratt
Erdman_0767	xylB	CDS	Rv0729	825737	827084	+	ratt
Erdman_0768	ERv0730	CDS	Rv0730	827096	827825	+	ratt
Erdman_0769	ERv0731c	CDS	Rv0731c	827913	828870	-	ratt
Erdman_0770	secY	CDS	Rv0732	829030	830356	+	ratt
Erdman_0771	adk	CDS	Rv0733	830352	830898	+	ratt
Erdman_0772	mapA	CDS	Rv0734	830900	831701	+	ratt
Erdman_0773	sigL	CDS	Rv0735	831773	832307	+	ratt
Erdman_0774	rslA	CDS	Rv0736	832370	833123	+	ratt
Erdman_0775	ERv0737	CDS	Rv0737	833437	833935	+	ratt
Erdman_0776	ERv0738	CDS	Rv0738	834292	834841	+	ratt
